timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
2991.00;270.49;veh125;234193576#1_0;73.44;0.00;12.03;veh_passenger;398.08;367.81
2991.00;269.57;veh126;:11006259224_0_2;4.78;0.00;12.63;veh_passenger;668.98;768.05
2991.00;90.43;veh127;:cluster_37974740_6563450916_6563509246_6563509248_#1more_6_1;9.63;0.00;4.80;veh_passenger;84.01;765.81
2992.00;0.41;veh121;:5738620409_1_0;4.64;0.00;1.89;veh_passenger;205.41;355.86
2992.00;89.54;veh123;-971820175#1_1;21.28;0.00;11.40;veh_passenger;817.71;112.08
2992.00;268.02;veh124;1360997318#1_0;3.38;0.00;9.72;veh_passenger;606.36;365.31
2992.00;270.49;veh125;234193576#1_0;85.43;0.00;11.99;veh_passenger;386.09;367.91
2992.00;269.54;veh126;1184885426#1_2;4.96;0.00;13.52;veh_passenger;655.60;767.95
2992.00;90.43;veh127;-52050698#0_1;0.83;0.00;7.18;veh_passenger;91.19;765.75
2993.00;0.42;veh121;:5738620409_1_0;4.76;0.00;0.12;veh_passenger;205.42;355.98
2993.00;89.52;veh123;-971820175#1_1;32.05;0.00;10.77;veh_passenger;828.48;112.17
2993.00;270.53;veh124;1360997318#1_0;14.64;0.00;11.26;veh_passenger;595.10;365.42
2993.00;270.49;veh125;234193576#1_0;97.59;0.00;12.15;veh_passenger;373.93;368.02
2993.00;269.54;veh126;1184885426#1_2;14.80;0.00;9.84;veh_passenger;645.79;767.87
2993.00;90.40;veh127;-52050698#0_1;9.60;0.00;8.78;veh_passenger;99.96;765.69
2994.00;0.42;veh121;:5738620409_1_0;4.83;0.00;0.07;veh_passenger;205.42;356.05
2994.00;89.60;veh123;-971820175#1_1;42.69;0.00;10.64;veh_passenger;839.12;112.25
2994.00;270.71;veh124;:12599245496_0_0;1.39;0.00;11.53;veh_passenger;583.56;365.54
2994.00;270.49;veh125;234193576#1_0;109.44;0.00;11.86;veh_passenger;362.08;368.12
2994.00;271.15;veh126;:cluster_10976017901_5427072664_6550558468_1_2;2.82;0.00;6.79;veh_passenger;639.02;767.96
2994.00;90.40;veh127;-52050698#0_1;19.73;0.00;10.12;veh_passenger;110.09;765.62
2995.00;0.42;veh121;:5738620409_1_0;4.86;0.00;0.03;veh_passenger;205.42;356.08
2995.00;89.50;veh123;:12222975671_2_1;3.32;0.00;10.94;veh_passenger;850.05;112.35
2995.00;271.68;veh124;741945167#0_0;4.82;0.00;11.36;veh_passenger;572.21;365.81
2995.00;270.49;veh125;234193576#1_0;118.59;0.00;9.15;veh_passenger;352.93;368.20
2995.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.11;0.00;2.29;veh_passenger;636.74;768.05
2995.00;90.40;veh127;-52050698#0_1;30.55;0.00;10.82;veh_passenger;120.91;765.55
2996.00;0.42;veh121;:5738620409_1_0;4.87;0.00;0.01;veh_passenger;205.42;356.09
2996.00;89.48;veh123;-971820175#0_1;6.95;0.00;9.68;veh_passenger;859.73;112.43
2996.00;271.70;veh124;741945167#0_0;15.55;0.00;10.73;veh_passenger;561.49;366.13
2996.00;270.49;veh125;234193576#1_0;123.99;0.00;5.40;veh_passenger;347.53;368.24
2996.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.60;0.00;0.49;veh_passenger;636.25;768.07
2996.00;90.40;veh127;-52050698#0_1;40.71;0.00;10.16;veh_passenger;131.07;765.47
2997.00;0.42;veh121;:5738620409_1_0;4.88;0.00;0.01;veh_passenger;205.42;356.10
2997.00;89.48;veh123;-971820175#0_1;12.81;0.00;5.86;veh_passenger;865.59;112.49
2997.00;271.70;veh124;741945167#0_0;26.94;0.00;11.39;veh_passenger;550.10;366.47
2997.00;270.49;veh125;234193576#1_0;125.76;0.00;1.76;veh_passenger;345.76;368.26
2997.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.67;0.00;0.08;veh_passenger;636.18;768.08
2997.00;90.36;veh127;:cluster_7025911051_7025911052_7_0;8.00;0.00;10.09;veh_passenger;141.16;765.41
2998.00;0.42;veh121;:5738620409_1_0;4.88;0.00;0.00;veh_passenger;205.42;356.10
2998.00;69.57;veh123;:12222975665_1_0;2.29;0.00;2.77;veh_passenger;867.65;114.06
2998.00;271.70;veh124;741945167#0_0;38.29;0.00;11.36;veh_passenger;538.75;366.81
2998.00;270.33;veh125;:12760178015_0_0;2.16;0.00;3.68;veh_passenger;342.09;368.27
2998.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.01;veh_passenger;636.17;768.08
2998.00;90.41;veh127;-1184885432_0;9.56;0.00;10.98;veh_passenger;152.14;765.33
2999.00;0.42;veh121;:5738620409_1_0;4.88;0.00;0.00;veh_passenger;205.42;356.10
2999.00;358.87;veh123;971820175#0_0;0.19;0.00;2.57;veh_passenger;865.87;115.69
2999.00;271.70;veh124;741945167#0_0;49.28;0.00;10.98;veh_passenger;527.77;367.13
2999.00;269.95;veh125;234193576#2_0;3.38;0.00;6.27;veh_passenger;335.82;368.27
2999.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
2999.00;90.41;veh127;-1184885432_0;19.44;0.00;9.88;veh_passenger;162.03;765.26
3000.00;0.42;veh121;:5738620409_1_0;4.88;0.00;0.00;veh_passenger;205.42;356.10
3000.00;270.25;veh123;971820175#0_0;4.88;0.00;4.69;veh_passenger;861.18;115.65
3000.00;270.00;veh124;741945167#0_0;60.56;0.00;11.29;veh_passenger;516.49;367.21
3000.00;269.88;veh125;234193576#2_0;11.48;0.00;8.10;veh_passenger;327.72;368.26
3000.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3000.00;119.64;veh127;:11006259231_2_0;7.04;0.00;10.18;veh_passenger;171.63;762.30
3001.00;0.42;veh121;:5738620409_1_0;4.88;0.00;0.00;veh_passenger;205.42;356.10
3001.00;269.48;veh123;971820175#0_0;11.42;0.00;6.54;veh_passenger;854.64;115.59
3001.00;270.00;veh124;741945167#0_0;71.73;0.00;11.16;veh_passenger;505.32;367.21
3001.00;269.88;veh125;234193576#2_0;21.36;0.00;9.89;veh_passenger;317.84;368.23
3001.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3001.00;89.41;veh127;-1184885433#1_0;7.53;0.00;9.03;veh_passenger;180.70;762.01
3002.00;0.42;veh121;:5738620409_1_0;4.88;0.00;0.00;veh_passenger;205.42;356.10
3002.00;269.51;veh123;971820175#1_0;0.91;0.00;8.85;veh_passenger;845.79;115.51
3002.00;269.99;veh124;:cluster_38077757_5727975258_5727975259_5727975261_1_0;0.34;0.00;11.45;veh_passenger;493.87;367.21
3002.00;269.88;veh125;234193576#2_0;33.42;0.00;12.06;veh_passenger;305.78;368.21
3002.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3002.00;89.21;veh127;-1184885433#1_0;13.24;0.00;5.71;veh_passenger;186.44;762.09
3003.00;0.42;veh121;:5738620409_1_0;4.88;0.00;0.00;veh_passenger;205.42;356.10
3003.00;269.62;veh123;971820175#1_0;11.47;0.00;10.56;veh_passenger;835.23;115.43
3003.00;269.79;veh124;:cluster_38077757_5727975258_5727975259_5727975261_1_0;11.34;0.00;11.00;veh_passenger;482.87;367.17
3003.00;269.88;veh125;234193576#2_0;45.07;0.00;11.65;veh_passenger;294.13;368.18
3003.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3003.00;89.21;veh127;-1184885433#1_0;14.46;0.00;1.21;veh_passenger;187.66;762.10
3004.00;0.42;veh121;:5738620409_1_0;4.88;0.00;0.00;veh_passenger;205.42;356.10
3004.00;269.52;veh123;971820175#1_0;22.82;0.00;11.35;veh_passenger;823.88;115.33
3004.00;270.35;veh124;:38093601_0_0;4.72;0.00;11.06;veh_passenger;471.81;367.19
3004.00;268.47;veh125;234193576#2_0;57.02;0.00;11.94;veh_passenger;282.19;368.02
3004.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3004.00;89.21;veh127;-1184885433#1_0;15.19;0.00;0.73;veh_passenger;188.40;762.11
3005.00;0.42;veh121;:5738620409_1_0;4.88;0.00;0.00;veh_passenger;205.42;356.10
3005.00;269.54;veh123;971820175#1_0;33.57;0.00;10.75;veh_passenger;813.13;115.24
3005.00;270.49;veh124;234193576#1_0;10.32;0.00;10.61;veh_passenger;461.20;367.28
3005.00;268.47;veh125;234193576#2_0;68.96;0.00;11.95;veh_passenger;270.25;367.71
3005.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3005.00;88.36;veh127;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;1.02;0.00;2.17;veh_passenger;190.56;762.22
3006.00;0.42;veh121;:5738620409_1_0;4.88;0.00;0.00;veh_passenger;205.42;356.10
3006.00;269.54;veh123;971820175#1_0;44.17;0.00;10.60;veh_passenger;802.54;115.16
3006.00;270.49;veh124;234193576#1_0;20.93;0.00;10.61;veh_passenger;450.59;367.37
3006.00;268.47;veh125;234193576#2_0;80.77;0.00;11.80;veh_passenger;258.45;367.39
3006.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3006.00;84.99;veh127;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;5.63;0.00;4.61;veh_passenger;195.14;762.62
3007.00;0.42;veh121;:5738620409_1_0;4.88;0.00;0.00;veh_passenger;205.42;356.10
3007.00;269.59;veh123;:12222975678_2_0;4.64;0.00;10.77;veh_passenger;791.77;115.08
3007.00;270.49;veh124;234193576#1_0;32.00;0.00;11.07;veh_passenger;439.52;367.46
3007.00;268.47;veh125;234193576#2_0;92.66;0.00;11.90;veh_passenger;246.55;367.07
3007.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3007.00;84.99;veh127;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;11.78;0.00;6.15;veh_passenger;201.25;763.16
3008.00;359.71;veh121;:cluster_37985166_5738620406_5738620407_5738620408_9_0;0.71;0.00;1.71;veh_passenger;205.37;357.77
3008.00;269.37;veh123;:cluster_2710170729_5722474940_1_0;6.63;0.00;10.76;veh_passenger;781.00;114.98
3008.00;270.49;veh124;234193576#1_0;43.13;0.00;11.13;veh_passenger;428.39;367.56
3008.00;268.47;veh125;234193576#2_0;104.36;0.00;11.69;veh_passenger;234.86;366.76
3008.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3008.00;84.99;veh127;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;20.02;0.00;8.24;veh_passenger;209.44;763.88
3009.00;355.77;veh121;:cluster_37985166_5738620406_5738620407_5738620408_9_0;4.84;0.00;4.14;veh_passenger;205.05;361.89
3009.00;269.58;veh123;137918173#1_0;4.95;0.00;11.08;veh_passenger;769.92;114.87
3009.00;270.49;veh124;234193576#1_0;54.05;0.00;10.92;veh_passenger;417.47;367.65
3009.00;268.47;veh125;234193576#2_0;114.00;0.00;9.64;veh_passenger;225.23;366.50
3009.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3009.00;84.99;veh127;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;30.49;0.00;10.47;veh_passenger;219.85;764.79
3010.00;346.75;veh121;:cluster_37985166_5738620406_5738620407_5738620408_9_0;11.52;0.00;6.68;veh_passenger;203.73;368.43
3010.00;269.57;veh123;:2710170735_3_0;1.18;0.00;11.39;veh_passenger;758.53;114.79
3010.00;270.49;veh124;234193576#1_0;64.94;0.00;10.89;veh_passenger;406.58;367.74
3010.00;268.47;veh125;234193576#2_0;119.14;0.00;5.14;veh_passenger;220.09;366.37
3010.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3010.00;91.08;veh127;-1184885425#0_0;5.94;0.00;10.44;veh_passenger;230.27;765.05
3011.00;355.07;veh121;237754737#1_0;1.82;0.00;9.18;veh_passenger;202.25;377.44
3011.00;269.51;veh123;137918173#2_0;2.19;0.00;10.42;veh_passenger;748.11;114.70
3011.00;270.49;veh124;234193576#1_0;75.72;0.00;10.79;veh_passenger;395.80;367.83
3011.00;268.47;veh125;234193576#2_0;119.78;0.00;0.64;veh_passenger;219.45;366.35
3011.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3011.00;90.21;veh127;-1184885425#0_0;16.62;0.00;10.68;veh_passenger;240.97;765.01
3011.00;270.41;veh128;1184885432_1;5.10;0.00;0.00;veh_passenger;160.11;771.68
3012.00;359.92;veh121;237754737#1_0;12.64;0.00;10.82;veh_passenger;202.23;388.26
3012.00;269.51;veh123;:1512372876_1_0;1.73;0.00;10.18;veh_passenger;737.92;114.62
3012.00;270.49;veh124;234193576#1_0;86.98;0.00;11.25;veh_passenger;384.54;367.93
3012.00;268.47;veh125;234193576#2_0;119.87;0.00;0.09;veh_passenger;219.36;366.35
3012.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3012.00;90.21;veh127;-1184885425#0_0;27.37;0.00;10.75;veh_passenger;251.74;764.97
3012.00;270.41;veh128;1184885432_1;7.46;0.00;2.36;veh_passenger;157.75;771.69
3013.00;359.92;veh121;237754737#1_0;24.81;0.00;12.17;veh_passenger;202.22;400.42
3013.00;269.49;veh123;137918173#3_0;3.17;0.00;10.84;veh_passenger;727.07;114.52
3013.00;270.49;veh124;234193576#1_0;98.60;0.00;11.62;veh_passenger;372.92;368.03
3013.00;268.47;veh125;234193576#2_0;119.88;0.00;0.01;veh_passenger;219.35;366.35
3013.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3013.00;106.97;veh127;:11006259223_3_0;3.98;0.00;9.77;veh_passenger;261.28;763.50
3013.00;270.41;veh128;1184885432_1;11.80;0.00;4.34;veh_passenger;153.41;771.72
3014.00;0.63;veh121;1447431933#0_0;0.91;0.00;14.42;veh_passenger;202.30;414.84
3014.00;269.53;veh123;:6056634675_0_0;9.08;0.00;10.35;veh_passenger;716.72;114.44
3014.00;270.49;veh124;234193576#1_0;109.32;0.00;10.73;veh_passenger;362.20;368.12
3014.00;268.47;veh125;234193576#2_0;119.89;0.00;0.01;veh_passenger;219.34;366.35
3014.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3014.00;90.51;veh127;-737699689#1_0;5.73;0.00;10.27;veh_passenger;271.22;761.65
3014.00;270.41;veh128;1184885432_1;18.15;0.00;6.35;veh_passenger;147.06;771.77
3015.00;269.53;veh123;137918173#4_0;0.01;0.00;10.44;veh_passenger;706.28;114.35
3015.00;270.49;veh124;234193576#1_0;120.77;0.00;11.45;veh_passenger;350.75;368.21
3015.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3015.00;272.39;veh126;:cluster_10976017901_5427072664_6550558468_1_2;5.68;0.00;0.00;veh_passenger;636.17;768.08
3015.00;90.51;veh127;-737699689#1_0;16.03;0.00;10.30;veh_passenger;281.52;761.56
3015.00;270.38;veh128;:cluster_7025911051_7025911052_0_1;3.70;0.00;8.11;veh_passenger;138.95;771.82
3016.00;269.54;veh123;137918173#4_0;11.37;0.00;11.37;veh_passenger;694.92;114.26
3016.00;270.11;veh124;:12760178015_0_0;5.00;0.00;11.50;veh_passenger;339.25;368.28
3016.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3016.00;271.95;veh126;:cluster_2058701942_6550558469_6610738787_9_1;0.77;0.00;1.78;veh_passenger;634.32;768.11
3016.00;90.51;veh127;-737699689#1_0;26.24;0.00;10.20;veh_passenger;291.71;761.47
3016.00;270.39;veh128;52050698#0_1;4.12;0.00;9.86;veh_passenger;129.09;771.89
3017.00;295.89;veh123;:8994643476_0_0;5.48;0.00;10.43;veh_passenger;684.85;116.56
3017.00;269.88;veh124;234193576#2_0;10.89;0.00;10.94;veh_passenger;328.31;368.26
3017.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3017.00;270.34;veh126;:cluster_2058701942_6550558469_6610738787_9_1;4.71;0.00;3.93;veh_passenger;629.98;768.14
3017.00;90.51;veh127;-737699689#1_0;37.24;0.00;11.00;veh_passenger;302.71;761.37
3017.00;270.40;veh128;52050698#0_1;16.01;0.00;11.89;veh_passenger;117.20;771.97
3018.00;269.53;veh123;971820174#0_0;7.26;0.00;10.18;veh_passenger;674.68;117.29
3018.00;269.88;veh124;234193576#2_0;22.21;0.00;11.31;veh_passenger;317.00;368.23
3018.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3018.00;270.31;veh126;:cluster_2058701942_6550558469_6610738787_9_1;10.25;0.00;5.54;veh_passenger;623.86;768.17
3018.00;90.51;veh127;-737699689#1_0;47.93;0.00;10.70;veh_passenger;313.40;761.28
3018.00;270.40;veh128;52050698#0_1;28.30;0.00;12.29;veh_passenger;104.90;772.06
3019.00;269.53;veh123;971820174#0_0;17.51;0.00;10.24;veh_passenger;664.43;117.21
3019.00;269.88;veh124;234193576#2_0;33.97;0.00;11.76;veh_passenger;305.23;368.21
3019.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3019.00;270.31;veh126;:cluster_2058701942_6550558469_6610738787_9_1;17.71;0.00;7.45;veh_passenger;615.63;768.22
3019.00;90.54;veh127;-737699689#0_0;0.56;0.00;10.85;veh_passenger;324.26;761.18
3019.00;270.40;veh128;52050698#0_1;37.02;0.00;8.72;veh_passenger;96.18;772.12
3020.00;269.45;veh123;:12222975657_0_0;0.93;0.00;10.37;veh_passenger;654.07;117.11
3020.00;269.88;veh124;234193576#2_0;45.67;0.00;11.70;veh_passenger;293.53;368.18
3020.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3020.00;270.86;veh126;:6610738786_0_1;6.79;0.00;9.10;veh_passenger;608.02;768.31
3020.00;90.50;veh127;-737699689#0_0;10.50;0.00;9.94;veh_passenger;334.19;761.09
3020.00;270.40;veh128;52050698#0_1;42.27;0.00;5.26;veh_passenger;90.93;772.16
3021.00;269.50;veh123;971820174#1_0;2.73;0.00;9.27;veh_passenger;644.79;117.03
3021.00;268.54;veh124;234193576#2_0;56.28;0.00;10.60;veh_passenger;282.93;368.04
3021.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3021.00;271.13;veh126;1184885424#1_1;9.54;0.00;10.75;veh_passenger;597.58;768.51
3021.00;90.50;veh127;-737699689#0_0;20.68;0.00;10.18;veh_passenger;344.36;761.00
3021.00;250.19;veh128;:cluster_37974740_6563450916_6563509246_6563509248_#1more_12_0;0.87;0.00;2.84;veh_passenger;88.80;770.60
3022.00;269.53;veh123;971820174#1_0;7.50;0.00;4.77;veh_passenger;640.02;116.99
3022.00;268.47;veh124;234193576#2_0;68.02;0.00;11.74;veh_passenger;271.19;367.73
3022.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3022.00;271.13;veh126;1184885424#1_1;21.90;0.00;12.37;veh_passenger;585.21;768.75
3022.00;90.39;veh127;:cluster_38035929_8413332365_16_0;0.08;0.00;10.47;veh_passenger;354.82;760.92
3022.00;147.01;veh128;-52050698#0_2;1.14;0.00;3.50;veh_passenger;91.52;768.95
3023.00;269.45;veh123;:5727977707_0_0;4.17;0.00;6.48;veh_passenger;633.53;116.93
3023.00;268.47;veh124;234193576#2_0;79.42;0.00;11.40;veh_passenger;259.79;367.43
3023.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3023.00;271.13;veh126;1184885424#1_1;35.34;0.00;13.43;veh_passenger;571.78;769.02
3023.00;69.73;veh127;:cluster_38035929_8413332365_16_0;10.66;0.00;10.58;veh_passenger;365.00;763.50
3023.00;90.40;veh128;-52050698#0_2;7.22;0.00;6.08;veh_passenger;97.60;768.91
3024.00;268.47;veh124;234193576#2_0;90.38;0.00;10.96;veh_passenger;248.83;367.13
3024.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3024.00;271.13;veh126;1184885424#1_1;48.29;0.00;12.95;veh_passenger;558.83;769.27
3024.00;89.45;veh127;-1184885420_0;5.63;0.00;10.35;veh_passenger;375.30;764.16
3024.00;90.40;veh128;-52050698#0_2;15.28;0.00;8.06;veh_passenger;105.66;768.85
3025.00;268.47;veh124;234193576#2_0;101.22;0.00;10.84;veh_passenger;238.00;366.84
3025.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3025.00;271.13;veh126;1184885424#1_1;61.77;0.00;13.48;veh_passenger;545.35;769.54
3025.00;89.45;veh127;-1184885420_0;15.71;0.00;10.08;veh_passenger;385.38;764.26
3025.00;90.40;veh128;-52050698#0_2;25.35;0.00;10.07;veh_passenger;115.73;768.78
3026.00;268.47;veh124;234193576#2_0;107.82;0.00;6.60;veh_passenger;231.41;366.67
3026.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3026.00;271.45;veh126;:cluster_12727039321_9246506814_13_1;3.54;0.00;12.84;veh_passenger;532.55;769.82
3026.00;89.45;veh127;-1184885420_0;25.69;0.00;9.98;veh_passenger;395.35;764.35
3026.00;90.40;veh128;-52050698#0_2;37.10;0.00;11.75;veh_passenger;127.48;768.70
3027.00;268.47;veh124;234193576#2_0;112.10;0.00;4.28;veh_passenger;227.13;366.55
3027.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3027.00;272.19;veh126;1184885424#2_1;8.39;0.00;13.61;veh_passenger;518.99;770.28
3027.00;89.45;veh127;-1184885420_0;35.93;0.00;10.23;veh_passenger;405.58;764.45
3027.00;90.36;veh128;:cluster_7025911051_7025911052_7_0;8.45;0.00;14.15;veh_passenger;141.61;765.41
3028.00;268.47;veh124;234193576#2_0;112.31;0.00;0.21;veh_passenger;226.92;366.55
3028.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3028.00;272.19;veh126;1184885424#2_1;21.05;0.00;12.67;veh_passenger;506.30;770.77
3028.00;89.45;veh127;-1184885420_0;46.52;0.00;10.60;veh_passenger;416.18;764.55
3028.00;90.41;veh128;-1184885432_0;13.05;0.00;14.02;veh_passenger;155.64;765.31
3029.00;268.47;veh124;234193576#2_0;112.37;0.00;0.06;veh_passenger;226.86;366.55
3029.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3029.00;272.19;veh126;1184885424#2_1;34.61;0.00;13.56;veh_passenger;492.72;771.29
3029.00;89.45;veh127;-1184885420_0;57.24;0.00;10.72;veh_passenger;426.89;764.66
3029.00;113.92;veh128;:11006259231_2_0;4.94;0.00;14.47;veh_passenger;169.72;763.20
3030.00;268.47;veh124;234193576#2_0;112.38;0.00;0.01;veh_passenger;226.85;366.55
3030.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3030.00;270.77;veh126;:cluster_1905962826_2716410169_9246710870_15_0;12.56;0.00;13.68;veh_passenger;479.04;771.50
3030.00;89.45;veh127;-1184885420_0;67.01;0.00;9.77;veh_passenger;436.66;764.75
3030.00;89.21;veh128;-1184885433#1_0;11.10;0.00;14.69;veh_passenger;184.29;762.06
3031.00;268.47;veh124;234193576#2_0;112.39;0.00;0.01;veh_passenger;226.84;366.55
3031.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3031.00;269.45;veh126;1184885420_1;11.35;0.00;13.66;veh_passenger;465.39;771.42
3031.00;89.45;veh127;-1184885420_0;76.84;0.00;9.83;veh_passenger;446.48;764.84
3031.00;84.99;veh128;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;8.56;0.00;13.80;veh_passenger;198.06;762.88
3032.00;268.47;veh124;234193576#2_0;112.39;0.00;0.00;veh_passenger;226.84;366.55
3032.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3032.00;269.45;veh126;1184885420_1;24.81;0.00;13.46;veh_passenger;451.93;771.29
3032.00;89.45;veh127;-1184885420_0;87.48;0.00;10.65;veh_passenger;457.12;764.94
3032.00;84.99;veh128;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;22.99;0.00;14.43;veh_passenger;212.40;764.13
3033.00;268.47;veh124;234193576#2_0;112.39;0.00;0.00;veh_passenger;226.84;366.55
3033.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3033.00;269.45;veh126;1184885420_1;38.37;0.00;13.56;veh_passenger;438.37;771.16
3033.00;89.45;veh127;-1184885420_0;97.71;0.00;10.23;veh_passenger;467.34;765.04
3033.00;88.48;veh128;-1184885425#0_0;2.41;0.00;14.41;veh_passenger;226.74;765.09
3034.00;268.47;veh124;234193576#2_0;112.39;0.00;0.00;veh_passenger;226.84;366.55
3034.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3034.00;269.45;veh126;1184885420_1;52.08;0.00;13.71;veh_passenger;424.67;771.03
3034.00;90.40;veh127;:cluster_1905962826_2716410169_9246710870_25_0;0.73;0.00;10.06;veh_passenger;477.40;765.05
3034.00;90.21;veh128;-1184885425#0_0;16.80;0.00;14.38;veh_passenger;241.15;765.01
3035.00;268.47;veh124;234193576#2_0;112.39;0.00;0.00;veh_passenger;226.84;366.55
3035.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3035.00;269.45;veh126;1184885420_1;65.21;0.00;13.13;veh_passenger;411.54;770.91
3035.00;110.85;veh127;:cluster_1905962826_2716410169_9246710870_25_0;10.97;0.00;10.24;veh_passenger;487.19;762.37
3035.00;90.21;veh128;-1184885425#0_0;31.59;0.00;14.79;veh_passenger;255.97;764.96
3035.00;270.57;veh129;5339010#0_0;5.10;0.00;11.27;veh_passenger;890.70;364.21
3036.00;268.47;veh124;234193576#2_0;112.39;0.00;0.00;veh_passenger;226.84;366.55
3036.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3036.00;269.45;veh126;1184885420_1;78.59;0.00;13.38;veh_passenger;398.16;770.78
3036.00;92.19;veh127;-1184885424#2_0;5.81;0.00;10.15;veh_passenger;497.30;758.31
3036.00;92.81;veh128;-737699689#1_0;4.02;0.00;14.11;veh_passenger;269.51;761.66
3036.00;270.57;veh129;5339010#0_0;15.27;0.00;10.17;veh_passenger;880.53;364.31
3037.00;268.47;veh124;234193576#2_0;112.39;0.00;0.00;veh_passenger;226.84;366.55
3037.00;268.47;veh125;234193576#2_0;119.89;0.00;0.00;veh_passenger;219.34;366.35
3037.00;269.45;veh126;1184885420_1;92.15;0.00;13.56;veh_passenger;384.60;770.65
