timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
0.00;90.73;veh0;228005525#0_0;1.56;0.00;11.85;veh_passenger;72.14;660.98
1.00;90.59;veh0;:cluster_37974742_6831335375_6831335376_7_0;11.35;0.00;11.35;veh_passenger;83.49;660.86
2.00;90.66;veh0;228005525#2_0;6.05;0.00;11.50;veh_passenger;94.99;660.73
3.00;90.66;veh0;228005525#2_0;17.42;0.00;11.38;veh_passenger;106.36;660.60
4.00;90.66;veh0;228005525#2_0;28.44;0.00;11.02;veh_passenger;117.38;660.47
5.00;90.66;veh0;228005525#2_0;40.02;0.00;11.58;veh_passenger;128.96;660.34
6.00;90.66;veh0;228005525#2_0;51.85;0.00;11.82;veh_passenger;140.78;660.20
7.00;90.66;veh0;228005525#2_0;62.92;0.00;11.07;veh_passenger;151.85;660.08
8.00;90.66;veh0;228005525#2_0;74.37;0.00;11.45;veh_passenger;163.30;659.95
9.00;90.66;veh0;228005525#2_0;85.29;0.00;10.92;veh_passenger;174.22;659.82
10.00;90.66;veh0;228005525#2_0;95.54;0.00;10.25;veh_passenger;184.47;659.70
11.00;90.53;veh0;:5738654253_1_0;3.01;0.00;7.58;veh_passenger;192.05;659.63
12.00;76.73;veh0;:2366289498_7_0;5.07;0.00;8.26;veh_passenger;200.11;660.74
13.00;21.42;veh0;:2366289498_7_0;12.47;0.00;7.39;veh_passenger;203.83;666.67
14.00;0.56;veh0;5328776#2_0;6.39;0.00;8.06;veh_passenger;204.14;674.71
15.00;0.56;veh0;5328776#2_0;16.43;0.00;10.04;veh_passenger;204.24;684.74
16.00;0.56;veh0;5328776#2_0;28.16;0.00;11.73;veh_passenger;204.35;696.47
17.00;0.56;veh0;5328776#2_0;41.10;0.00;12.94;veh_passenger;204.48;709.41
18.00;359.45;veh0;:7025911058_2_0;1.80;0.00;14.13;veh_passenger;204.40;723.54
19.00;0.46;veh0;5328776#4_0;5.79;0.00;13.28;veh_passenger;204.43;736.82
20.00;359.96;veh0;-1374548060#1_0;0.82;0.00;13.16;veh_passenger;204.45;749.98
21.00;12.89;veh0;:cluster_12893603029_12893603030_37985146_6563509250_#1more_9_0;4.18;0.00;9.90;veh_passenger;205.53;759.73
22.00;74.91;veh0;:cluster_12893603029_12893603030_37985146_6563509250_#1more_9_0;14.83;0.00;10.65;veh_passenger;214.58;764.61
23.00;88.10;veh0;:cluster_12893603029_12893603030_37985146_6563509250_#1more_9_0;24.52;0.00;9.69;veh_passenger;224.23;765.18
24.00;90.21;veh0;-1184885425#0_0;10.57;0.00;10.66;veh_passenger;234.91;765.03
24.00;270.24;veh1;-5339888#3_0;5.10;0.00;0.00;veh_passenger;115.11;452.51
25.00;90.21;veh0;-1184885425#0_0;23.12;0.00;12.55;veh_passenger;247.48;764.99
25.00;270.24;veh1;-5339888#3_0;6.85;0.00;1.75;veh_passenger;113.36;452.52
26.00;103.05;veh0;:11006259223_3_0;3.43;0.00;13.47;veh_passenger;260.82;763.83
26.00;270.24;veh1;-5339888#3_0;10.51;0.00;3.66;veh_passenger;109.70;452.53
27.00;90.51;veh0;-737699689#1_0;8.92;0.00;14.00;veh_passenger;274.40;761.62
27.00;270.24;veh1;-5339888#3_0;16.25;0.00;5.75;veh_passenger;103.96;452.56
28.00;90.51;veh0;-737699689#1_0;22.11;0.00;13.19;veh_passenger;287.59;761.50
28.00;270.24;veh1;-5339888#3_0;23.58;0.00;7.33;veh_passenger;96.63;452.59
29.00;90.51;veh0;-737699689#1_0;36.10;0.00;13.99;veh_passenger;301.58;761.38
29.00;270.24;veh1;-5339888#3_0;32.51;0.00;8.92;veh_passenger;87.70;452.62
30.00;90.51;veh0;:cluster_7025251706_7025251707_15_0;0.60;0.00;13.23;veh_passenger;314.80;761.26
30.00;270.23;veh1;:6831350585_0_0;4.73;0.00;6.13;veh_passenger;81.57;452.65
31.00;90.50;veh0;-737699689#0_0;4.97;0.00;13.86;veh_passenger;328.67;761.14
31.00;220.60;veh1;:cluster_37974747_6831335382_6831335383_9_0;4.30;0.00;7.06;veh_passenger;76.49;448.53
32.00;90.50;veh0;-737699689#0_0;18.77;0.00;13.80;veh_passenger;342.45;761.02
32.00;187.94;veh1;:cluster_37974747_6831335382_6831335383_9_0;11.70;0.00;7.40;veh_passenger;75.24;441.26
33.00;88.27;veh0;:cluster_38035929_8413332365_16_0;1.75;0.00;14.06;veh_passenger;356.48;761.09
33.00;181.39;veh1;5327657#14_0;3.90;0.00;7.73;veh_passenger;74.94;433.54
34.00;80.15;veh0;:cluster_38035929_8413332365_16_0;14.77;0.00;13.01;veh_passenger;369.06;764.04
34.00;180.71;veh1;5327657#14_0;13.49;0.00;9.59;veh_passenger;74.82;423.96
35.00;89.45;veh0;-1184885420_0;13.04;0.00;13.66;veh_passenger;382.71;764.23
35.00;180.71;veh1;5327657#14_0;23.33;0.00;9.84;veh_passenger;74.70;414.12
36.00;89.45;veh0;-1184885420_0;27.13;0.00;14.08;veh_passenger;396.78;764.37
36.00;180.71;veh1;5327657#14_0;33.81;0.00;10.48;veh_passenger;74.57;403.64
37.00;89.45;veh0;-1184885420_0;40.26;0.00;13.14;veh_passenger;409.92;764.49
37.00;180.85;veh1;:37961896_1_0;7.86;0.00;9.44;veh_passenger;74.43;394.20
38.00;89.45;veh0;-1184885420_0;53.93;0.00;13.67;veh_passenger;423.58;764.62
38.00;180.91;veh1;:5428059279_0_0;5.93;0.00;9.66;veh_passenger;74.29;384.54
39.00;89.45;veh0;-1184885420_0;67.50;0.00;13.57;veh_passenger;437.15;764.75
39.00;180.91;veh1;5327657#16_0;1.69;0.00;5.16;veh_passenger;74.20;379.37
40.00;89.45;veh0;-1184885420_0;81.16;0.00;13.66;veh_passenger;450.80;764.88
40.00;177.59;veh1;:cluster_37974750_5738653229_2_0;5.42;0.00;6.89;veh_passenger;74.41;372.49
41.00;89.45;veh0;-1184885420_0;94.47;0.00;13.31;veh_passenger;464.11;765.01
41.00;160.92;veh1;:cluster_37974750_5738653229_2_0;12.30;0.00;6.88;veh_passenger;76.30;365.97
42.00;91.13;veh0;:cluster_1905962826_2716410169_9246710870_25_0;1.30;0.00;13.87;veh_passenger;477.97;765.00
42.00;98.64;veh1;:5738653230_1_0;2.51;0.00;7.11;veh_passenger;82.52;363.72
43.00;102.37;veh0;:cluster_1905962826_2716410169_9246710870_25_0;14.32;0.00;13.01;veh_passenger;490.50;761.88
43.00;90.31;veh1;120327301#2_0;6.70;0.00;9.26;veh_passenger;91.78;363.66
44.00;92.20;veh0;-1184885424#2_1;12.02;0.00;13.02;veh_passenger;503.53;761.27
44.00;90.31;veh1;120327301#2_0;17.69;0.00;11.00;veh_passenger;102.77;363.60
45.00;92.20;veh0;-1184885424#2_1;26.00;0.00;13.98;veh_passenger;517.54;760.73
45.00;90.31;veh1;120327301#2_0;29.76;0.00;12.07;veh_passenger;114.84;363.54
46.00;90.31;veh1;120327301#2_0;41.91;0.00;12.15;veh_passenger;126.99;363.47
47.00;90.31;veh1;120327301#2_0;53.86;0.00;11.95;veh_passenger;138.94;363.40
48.00;90.31;veh1;120327301#2_0;65.77;0.00;11.91;veh_passenger;150.85;363.34
48.00;180.82;veh2;5327657#15_0;2.18;0.00;0.00;veh_passenger;74.38;390.47
49.00;90.31;veh1;120327301#2_0;77.73;0.00;11.96;veh_passenger;162.81;363.27
49.00;180.85;veh2;:5428059279_0_0;2.25;0.00;2.25;veh_passenger;74.34;388.22
50.00;90.31;veh1;120327301#2_0;88.25;0.00;10.52;veh_passenger;173.33;363.22
50.00;180.91;veh2;:5428059279_0_0;6.47;0.00;4.22;veh_passenger;74.28;384.00
51.00;90.31;veh1;120327301#2_0;94.79;0.00;6.54;veh_passenger;179.87;363.18
51.00;180.91;veh2;5327657#16_0;1.44;0.00;4.37;veh_passenger;74.21;379.63
52.00;90.31;veh1;120327301#2_0;98.61;0.00;3.81;veh_passenger;183.69;363.16
52.00;178.15;veh2;:cluster_37974750_5738653229_2_0;4.15;0.00;5.87;veh_passenger;74.35;373.75
53.00;90.31;veh1;120327301#2_0;99.00;0.00;0.39;veh_passenger;184.08;363.16
53.00;159.84;veh2;:cluster_37974750_5738653229_2_0;12.57;0.00;8.41;veh_passenger;76.44;365.75
54.00;90.31;veh1;120327301#2_0;99.28;0.00;0.28;veh_passenger;184.36;363.16
54.00;94.02;veh2;:5738653230_1_0;3.68;0.00;8.02;veh_passenger;83.69;363.71
55.00;90.31;veh1;120327301#2_0;99.36;0.00;0.08;veh_passenger;184.44;363.16
55.00;90.31;veh2;120327301#2_0;8.03;0.00;9.43;veh_passenger;93.11;363.66
56.00;90.31;veh1;120327301#2_0;99.37;0.00;0.01;veh_passenger;184.45;363.16
56.00;90.31;veh2;120327301#2_0;19.94;0.00;11.91;veh_passenger;105.02;363.59
57.00;90.31;veh1;120327301#2_0;99.38;0.00;0.01;veh_passenger;184.46;363.16
57.00;90.31;veh2;120327301#2_0;32.65;0.00;12.71;veh_passenger;117.73;363.52
58.00;90.31;veh1;120327301#2_0;99.38;0.00;0.00;veh_passenger;184.46;363.16
58.00;90.31;veh2;120327301#2_0;46.12;0.00;13.47;veh_passenger;131.20;363.45
59.00;90.31;veh1;120327301#2_0;99.38;0.00;0.00;veh_passenger;184.46;363.16
59.00;90.31;veh2;120327301#2_0;59.67;0.00;13.55;veh_passenger;144.75;363.37
60.00;90.31;veh1;120327301#2_0;99.38;0.00;0.00;veh_passenger;184.46;363.16
60.00;90.31;veh2;120327301#2_0;73.15;0.00;13.48;veh_passenger;158.23;363.30
61.00;90.31;veh1;120327301#2_0;99.38;0.00;0.00;veh_passenger;184.46;363.16
61.00;90.31;veh2;120327301#2_0;82.89;0.00;9.74;veh_passenger;167.97;363.25
62.00;90.31;veh1;120327301#2_0;99.38;0.00;0.00;veh_passenger;184.46;363.16
62.00;90.31;veh2;120327301#2_0;88.40;0.00;5.51;veh_passenger;173.48;363.22
63.00;90.31;veh1;120327301#2_0;99.38;0.00;0.00;veh_passenger;184.46;363.16
63.00;90.31;veh2;120327301#2_0;91.12;0.00;2.72;veh_passenger;176.20;363.20
64.00;90.31;veh1;120327301#2_0;99.38;0.00;0.00;veh_passenger;184.46;363.16
64.00;90.31;veh2;120327301#2_0;91.62;0.00;0.50;veh_passenger;176.70;363.20
65.00;90.31;veh1;120327301#2_0;99.38;0.00;0.00;veh_passenger;184.46;363.16
65.00;90.31;veh2;120327301#2_0;91.80;0.00;0.18;veh_passenger;176.88;363.20
66.00;90.31;veh1;120327301#2_0;99.38;0.00;0.00;veh_passenger;184.46;363.16
66.00;90.31;veh2;120327301#2_0;91.84;0.00;0.04;veh_passenger;176.92;363.20
67.00;90.31;veh1;120327301#2_0;99.38;0.00;0.00;veh_passenger;184.46;363.16
67.00;90.31;veh2;120327301#2_0;91.87;0.00;0.03;veh_passenger;176.95;363.20
68.00;90.31;veh1;120327301#2_0;99.38;0.00;0.00;veh_passenger;184.46;363.16
68.00;90.31;veh2;120327301#2_0;91.88;0.00;0.00;veh_passenger;176.96;363.20
69.00;90.31;veh1;120327301#2_0;99.38;0.00;0.00;veh_passenger;184.46;363.16
69.00;90.31;veh2;120327301#2_0;91.88;0.00;0.00;veh_passenger;176.96;363.20
70.00;90.26;veh1;:cluster_37985166_5738620406_5738620407_5738620408_13_0;1.12;0.00;2.12;veh_passenger;186.58;363.15
70.00;90.31;veh2;120327301#2_0;91.88;0.00;0.00;veh_passenger;176.96;363.20
71.00;90.05;veh1;:cluster_37985166_5738620406_5738620407_5738620408_13_0;5.82;0.00;4.70;veh_passenger;191.28;363.14
71.00;90.31;veh2;120327301#2_0;93.22;0.00;1.34;veh_passenger;178.30;363.19
71.00;90.48;veh3;-52050698#3_1;2.16;0.00;0.00;veh_passenger;74.38;765.88
72.00;90.05;veh1;:cluster_37985166_5738620406_5738620407_5738620408_13_0;13.06;0.00;7.23;veh_passenger;198.51;363.14
72.00;90.31;veh2;120327301#2_0;96.32;0.00;3.10;veh_passenger;181.40;363.17
72.00;90.47;veh3;:cluster_37974740_6563450916_6563509246_6563509248_#1more_6_1;1.99;0.00;1.99;veh_passenger;76.37;765.87
73.00;90.05;veh1;:cluster_37985166_5738620406_5738620407_5738620408_13_0;22.80;0.00;9.75;veh_passenger;208.26;363.13
73.00;90.27;veh2;:cluster_37985166_5738620406_5738620407_5738620408_13_0;0.80;0.00;4.86;veh_passenger;186.26;363.15
73.00;90.43;veh3;:cluster_37974740_6563450916_6563509246_6563509248_#1more_6_1;6.55;0.00;4.57;veh_passenger;80.93;765.83
74.00;89.96;veh1;-234193576#2_0;0.30;0.00;10.47;veh_passenger;218.72;363.13
74.00;90.05;veh2;:cluster_37985166_5738620406_5738620407_5738620408_13_0;7.90;0.00;7.10;veh_passenger;193.36;363.14
74.00;90.43;veh3;:cluster_37974740_6563450916_6563509246_6563509248_#1more_6_1;13.55;0.00;7.00;veh_passenger;87.93;765.78
75.00;88.47;veh1;-234193576#2_0;10.40;0.00;10.10;veh_passenger;228.81;363.40
75.00;90.05;veh2;:cluster_37985166_5738620406_5738620407_5738620408_13_0;16.53;0.00;8.63;veh_passenger;201.98;363.13
75.00;90.40;veh3;-52050698#0_1;7.03;0.00;9.46;veh_passenger;97.39;765.71
76.00;88.47;veh1;-234193576#2_0;20.59;0.00;10.19;veh_passenger;239.00;363.67
76.00;90.05;veh2;:cluster_37985166_5738620406_5738620407_5738620408_13_0;26.82;0.00;10.29;veh_passenger;212.27;363.13
76.00;90.40;veh3;-52050698#0_1;18.98;0.00;11.95;veh_passenger;109.34;765.63
77.00;88.47;veh1;-234193576#2_0;30.88;0.00;10.29;veh_passenger;249.29;363.94
77.00;88.75;veh2;-234193576#2_0;4.12;0.00;10.28;veh_passenger;222.54;363.23
77.00;90.40;veh3;-52050698#0_1;32.76;0.00;13.78;veh_passenger;123.12;765.53
78.00;88.47;veh1;-234193576#2_0;40.45;0.00;9.58;veh_passenger;258.86;364.20
78.00;88.47;veh2;-234193576#2_0;14.54;0.00;10.41;veh_passenger;232.95;363.51
78.00;90.37;veh3;:cluster_7025911051_7025911052_7_0;4.43;0.00;14.47;veh_passenger;137.59;765.43
79.00;88.47;veh1;-234193576#2_0;50.08;0.00;9.63;veh_passenger;268.48;364.46
79.00;88.47;veh2;-234193576#2_0;25.23;0.00;10.69;veh_passenger;243.64;363.79
79.00;90.41;veh3;-1184885432_0;8.28;0.00;13.27;veh_passenger;150.86;765.34
80.00;88.47;veh1;-234193576#2_0;59.82;0.00;9.74;veh_passenger;278.22;364.72
80.00;88.47;veh2;-234193576#2_0;35.35;0.00;10.12;veh_passenger;253.75;364.06
80.00;90.41;veh3;-1184885432_0;21.84;0.00;13.56;veh_passenger;164.43;765.25
81.00;88.47;veh1;-234193576#2_0;69.06;0.00;9.24;veh_passenger;287.45;364.96
81.00;88.47;veh2;-234193576#2_0;46.36;0.00;11.01;veh_passenger;264.76;364.36
81.00;95.85;veh3;-1184885433#1_0;2.71;0.00;11.97;veh_passenger;175.85;761.96
82.00;89.88;veh1;-234193576#2_0;78.84;0.00;9.79;veh_passenger;297.24;364.99
82.00;88.47;veh2;-234193576#2_0;57.18;0.00;10.82;veh_passenger;275.58;364.65
82.00;89.21;veh3;-1184885433#1_0;11.15;0.00;8.44;veh_passenger;184.33;762.06
83.00;89.88;veh1;-234193576#2_0;88.98;0.00;10.14;veh_passenger;307.38;365.01
83.00;88.47;veh2;-234193576#2_0;68.41;0.00;11.23;veh_passenger;286.81;364.95
83.00;89.21;veh3;-1184885433#1_0;15.09;0.00;3.94;veh_passenger;188.29;762.11
84.00;89.88;veh1;-234193576#2_0;98.99;0.00;10.01;veh_passenger;317.39;365.03
84.00;89.88;veh2;-234193576#2_0;79.02;0.00;10.61;veh_passenger;297.41;364.99
84.00;89.21;veh3;-1184885433#1_0;15.23;0.00;0.14;veh_passenger;188.43;762.11
85.00;89.88;veh1;-234193576#2_0;108.39;0.00;9.40;veh_passenger;326.79;365.05
85.00;89.88;veh2;-234193576#2_0;88.93;0.00;9.92;veh_passenger;307.33;365.01
85.00;89.21;veh3;-1184885433#1_0;15.29;0.00;0.07;veh_passenger;188.50;762.12
86.00;89.88;veh1;-234193576#2_0;115.35;0.00;6.97;veh_passenger;333.75;365.07
86.00;89.88;veh2;-234193576#2_0;98.29;0.00;9.36;veh_passenger;316.69;365.03
86.00;89.21;veh3;-1184885433#1_0;15.32;0.00;0.02;veh_passenger;188.52;762.12
87.00;89.88;veh1;-234193576#2_0;119.12;0.00;3.77;veh_passenger;337.52;365.08
87.00;89.88;veh2;-234193576#2_0;106.38;0.00;8.09;veh_passenger;324.78;365.05
87.00;89.21;veh3;-1184885433#1_0;15.34;0.00;0.02;veh_passenger;188.54;762.12
88.00;89.88;veh1;-234193576#2_0;119.74;0.00;0.62;veh_passenger;338.14;365.08
88.00;89.88;veh2;-234193576#2_0;110.04;0.00;3.66;veh_passenger;328.44;365.06
88.00;89.21;veh3;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
89.00;89.88;veh1;-234193576#2_0;119.80;0.00;0.06;veh_passenger;338.20;365.08
89.00;89.88;veh2;-234193576#2_0;111.50;0.00;1.46;veh_passenger;329.90;365.06
89.00;89.21;veh3;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
90.00;89.88;veh1;-234193576#2_0;119.81;0.00;0.01;veh_passenger;338.21;365.08
90.00;89.88;veh2;-234193576#2_0;112.11;0.00;0.61;veh_passenger;330.51;365.06
90.00;89.21;veh3;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
91.00;89.95;veh1;:12760178015_1_0;1.48;0.00;2.48;veh_passenger;340.69;365.08
91.00;89.88;veh2;-234193576#2_0;112.21;0.00;0.10;veh_passenger;330.61;365.06
91.00;89.21;veh3;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
92.00;90.23;veh1;-234193576#1_0;1.53;0.00;5.07;veh_passenger;345.76;365.06
92.00;89.88;veh2;-234193576#2_0;113.99;0.00;1.78;veh_passenger;332.39;365.07
92.00;89.21;veh3;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
93.00;90.49;veh1;-234193576#1_0;8.79;0.00;7.26;veh_passenger;353.02;365.00
93.00;89.88;veh2;-234193576#2_0;117.85;0.00;3.85;veh_passenger;336.25;365.07
93.00;89.21;veh3;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
94.00;90.49;veh1;-234193576#1_0;18.33;0.00;9.54;veh_passenger;362.56;364.91
94.00;90.01;veh2;:12760178015_1_0;2.71;0.00;5.67;veh_passenger;341.92;365.07
94.00;89.21;veh3;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
95.00;90.49;veh1;-234193576#1_0;28.15;0.00;9.82;veh_passenger;372.38;364.83
95.00;90.49;veh2;-234193576#1_0;5.75;0.00;8.06;veh_passenger;349.98;365.02
95.00;89.21;veh3;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
95.00;92.19;veh4;-1184885424#2_0;5.10;0.00;0.00;veh_passenger;496.58;758.33
96.00;90.49;veh1;-234193576#1_0;37.87;0.00;9.72;veh_passenger;382.10;364.75
96.00;90.49;veh2;-234193576#1_0;16.37;0.00;10.62;veh_passenger;360.60;364.93
96.00;89.21;veh3;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
96.00;92.19;veh4;-1184885424#2_0;6.64;0.00;1.54;veh_passenger;498.13;758.27
97.00;90.49;veh1;-234193576#1_0;48.24;0.00;10.36;veh_passenger;392.47;364.66
97.00;90.49;veh2;-234193576#1_0;26.88;0.00;10.51;veh_passenger;371.11;364.84
97.00;89.21;veh3;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
97.00;92.19;veh4;-1184885424#2_0;9.80;0.00;3.16;veh_passenger;501.31;758.15
98.00;90.49;veh1;-234193576#1_0;57.90;0.00;9.66;veh_passenger;402.13;364.58
98.00;90.49;veh2;-234193576#1_0;37.49;0.00;10.61;veh_passenger;381.72;364.75
98.00;89.21;veh3;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
98.00;92.19;veh4;-1184885424#2_0;14.90;0.00;5.11;veh_passenger;506.46;757.96
99.00;90.49;veh1;-234193576#1_0;67.66;0.00;9.76;veh_passenger;411.89;364.50
99.00;90.49;veh2;-234193576#1_0;47.29;0.00;9.80;veh_passenger;391.52;364.67
99.00;89.21;veh3;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
99.00;92.19;veh4;-1184885424#2_0;22.13;0.00;7.23;veh_passenger;513.74;757.68
100.00;90.49;veh1;-234193576#1_0;77.91;0.00;10.25;veh_passenger;422.14;364.41
100.00;90.49;veh2;-234193576#1_0;58.08;0.00;10.79;veh_passenger;402.31;364.58
100.00;88.18;veh3;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;1.23;0.00;2.23;veh_passenger;190.77;762.24
100.00;92.19;veh4;-1184885424#2_0;31.05;0.00;8.92;veh_passenger;522.73;757.33
101.00;90.49;veh1;-234193576#1_0;87.81;0.00;9.90;veh_passenger;432.04;364.32
101.00;90.49;veh2;-234193576#1_0;68.46;0.00;10.39;veh_passenger;412.69;364.49
101.00;85.18;veh3;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;4.77;0.00;3.54;veh_passenger;194.29;762.55
101.00;91.55;veh4;:cluster_12727039321_9246506814_15_0;5.31;0.00;10.60;veh_passenger;533.22;756.99
102.00;90.49;veh1;-234193576#1_0;97.51;0.00;9.70;veh_passenger;441.74;364.24
102.00;90.49;veh2;-234193576#1_0;77.95;0.00;9.49;veh_passenger;422.18;364.41
102.00;84.99;veh3;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;9.97;0.00;5.20;veh_passenger;199.45;763.00
102.00;91.12;veh4;-1184885424#1_0;9.45;0.00;12.11;veh_passenger;545.25;756.74
103.00;90.49;veh1;-234193576#1_0;106.85;0.00;9.34;veh_passenger;451.08;364.16
103.00;90.49;veh2;-234193576#1_0;87.24;0.00;9.28;veh_passenger;431.47;364.33
103.00;84.99;veh3;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;17.13;0.00;7.16;veh_passenger;206.57;763.62
103.00;91.12;veh4;-1184885424#1_0;22.55;0.00;13.10;veh_passenger;558.35;756.48
104.00;90.49;veh1;-234193576#1_0;117.01;0.00;10.16;veh_passenger;461.24;364.08
104.00;90.49;veh2;-234193576#1_0;97.44;0.00;10.20;veh_passenger;441.67;364.24
104.00;84.99;veh3;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;26.20;0.00;9.07;veh_passenger;215.58;764.41
104.00;91.12;veh4;-1184885424#1_0;35.79;0.00;13.24;veh_passenger;571.58;756.22
105.00;90.49;veh1;-234193576#1_0;126.75;0.00;9.74;veh_passenger;470.98;363.99
105.00;90.49;veh2;-234193576#1_0;107.15;0.00;9.71;veh_passenger;451.38;364.16
105.00;88.96;veh3;-1184885425#0_0;2.75;0.00;11.54;veh_passenger;227.07;765.07
105.00;91.12;veh4;-1184885424#1_0;48.68;0.00;12.90;veh_passenger;584.48;755.97
106.00;90.02;veh1;:cluster_38077757_5727975258_5727975259_5727975261_6_0;3.11;0.00;9.98;veh_passenger;480.96;363.96
106.00;90.49;veh2;-234193576#1_0;116.75;0.00;9.60;veh_passenger;460.98;364.08
106.00;90.21;veh3;-1184885425#0_0;15.76;0.00;13.01;veh_passenger;240.10;765.01
106.00;91.12;veh4;-1184885424#1_0;62.01;0.00;13.33;veh_passenger;597.80;755.71
107.00;89.79;veh1;:cluster_38077757_5727975258_5727975259_5727975261_6_0;13.08;0.00;9.97;veh_passenger;490.93;364.00
107.00;90.49;veh2;-234193576#1_0;127.21;0.00;10.46;veh_passenger;471.44;363.99
107.00;90.21;veh3;-1184885425#0_0;30.16;0.00;14.40;veh_passenger;254.53;764.96
107.00;91.12;veh4;-1184885424#1_0;70.84;0.00;8.83;veh_passenger;606.63;755.53
108.00;90.00;veh1;-741945167#0_0;7.19;0.00;10.47;veh_passenger;501.40;364.01
108.00;89.90;veh2;:cluster_38077757_5727975258_5727975259_5727975261_6_0;4.15;0.00;10.56;veh_passenger;482.00;363.97
108.00;98.05;veh3;-737699689#1_0;2.30;0.00;13.82;veh_passenger;267.79;761.68
108.00;90.89;veh4;:6610738786_2_0;4.60;0.00;4.83;veh_passenger;611.46;755.46
109.00;90.00;veh1;-741945167#0_0;17.67;0.00;10.49;veh_passenger;511.88;364.01
109.00;89.79;veh2;:cluster_38077757_5727975258_5727975259_5727975261_6_0;13.86;0.00;9.71;veh_passenger;491.71;364.00
109.00;90.51;veh3;-737699689#1_0;16.43;0.00;14.13;veh_passenger;281.91;761.56
109.00;90.87;veh4;:6610738786_2_0;4.99;0.00;0.39;veh_passenger;611.85;755.45
110.00;90.00;veh1;-741945167#0_0;27.76;0.00;10.09;veh_passenger;521.97;364.01
110.00;90.00;veh2;-741945167#0_0;8.31;0.00;10.81;veh_passenger;502.52;364.01
110.00;90.51;veh3;-737699689#1_0;30.49;0.00;14.06;veh_passenger;295.97;761.43
110.00;90.87;veh4;:6610738786_2_0;5.14;0.00;0.14;veh_passenger;612.00;755.45
111.00;91.70;veh1;-741945167#0_0;37.33;0.00;9.57;veh_passenger;531.54;363.82
111.00;90.00;veh2;-741945167#0_0;18.16;0.00;9.85;veh_passenger;512.37;364.01
111.00;90.51;veh3;-737699689#1_0;43.97;0.00;13.48;veh_passenger;309.44;761.31
111.00;90.87;veh4;:6610738786_2_0;5.15;0.00;0.02;veh_passenger;612.01;755.45
112.00;91.70;veh1;-741945167#0_0;46.93;0.00;9.60;veh_passenger;541.14;363.53
112.00;90.00;veh2;-741945167#0_0;27.20;0.00;9.04;veh_passenger;521.41;364.01
112.00;90.54;veh3;:cluster_7025251706_7025251707_15_0;8.87;0.00;13.63;veh_passenger;323.08;761.19
112.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.01;veh_passenger;612.03;755.45
113.00;91.70;veh1;-741945167#0_0;57.03;0.00;10.10;veh_passenger;551.23;363.23
113.00;91.70;veh2;-741945167#0_0;36.67;0.00;9.47;veh_passenger;530.88;363.84
113.00;90.50;veh3;-737699689#0_0;13.80;0.00;14.42;veh_passenger;337.48;761.06
113.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
114.00;91.70;veh1;-741945167#0_0;67.42;0.00;10.39;veh_passenger;561.62;362.92
114.00;91.70;veh2;-741945167#0_0;46.81;0.00;10.14;veh_passenger;541.02;363.54
114.00;90.50;veh3;-737699689#0_0;27.89;0.00;14.09;veh_passenger;351.56;760.94
114.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
115.00;91.70;veh1;-741945167#0_0;77.33;0.00;9.90;veh_passenger;571.52;362.63
115.00;91.70;veh2;-741945167#0_0;57.10;0.00;10.29;veh_passenger;551.30;363.23
115.00;69.77;veh3;:cluster_38035929_8413332365_16_0;10.14;0.00;13.31;veh_passenger;364.50;763.31
115.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
116.00;91.18;veh1;:12599245496_1_1;4.70;0.00;10.12;veh_passenger;581.40;362.38
116.00;91.70;veh2;-741945167#0_0;66.88;0.00;9.78;veh_passenger;561.07;362.94
116.00;89.45;veh3;-1184885420_0;8.32;0.00;13.56;veh_passenger;377.98;764.19
116.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
